,tweet_processed,Topics
554,"worldwaterday
iran faces a hidden truth that would have a disastrous impact as the pandemic winds down

many environmental experts believe that groundwater conditions with this current trend will bring a catastrophic future to the country ",health
452,"post pandemic healthcareprevention and wellness care are blended into new/different realms stay tuned
graphicmedicine ",health
558,"since  holiday-goers have been stuck in an endless loop of covid waves mundane chores work from home and ever-changing travel guidelines

brand travel marketing strategy pandemic postcovid covid workfromhome booking
",health
564,"maritime transport post-covid : disruptions ahead in business models techno-investments regulations  
maritimetransport postcovid businessmodels maritime techinvestment pandemic supplychain cruise cargo india covid",health
460,disciplinary tribunal dismisses parti liyani's complaint against  dpps over dvd player ,health
524,"the pandemic has brought about big changes in how the elderly engage with smartphones and the internet and it is helping them in unexpected ways writes 
",health
569, hey when is  going to do his outdoor work homemade doughnut party that he won during hcwvshunger  it's lovely spring weather in dc we're in between pandemic surges i say doughnut miss this opportunity ,health
733,"naupang kum  chunglam tan covid- vaccine a awm ta sawrkar vaccination centre ah a lak theih e 

getvaccinated largestvaccinationdrive

   ",health
192,"how nurses are urging the unvaccinated to reconsider via health leaders nurses covidvaccine covid heathcare 
",health
210," covid covidvaccine    

lmfao  they're still posting biden's vaccine mandate for workers is supported by legal precedents experts say bullshit who cares not happening in my business mandates are not laws",health
136, the cost of keeping your body healthy that's priceless ade covid covidvaccine,health
439,"early in the covid- pandemic many employees enjoyed the flexibility that remote working brought to their working lives and some proved to their employers that remote working could be a success

 ",health
360,successfully completed  years of my note  pros in my tough life of hard finance it help me on rough use and helped me with long life with speed performance in the future i will buy a new one after i get back on financethank you  covidcrisis ,health
